Év,Város,Lakástípus,Lakásár (EUR/m²),Bérleti díj (EUR/hó),Nettó jövedelem (EUR/hó),EUR/RON árfolyam,Munkanélküliségi ráta (%)
2023-Q1,Kolozsvár,Új lakás,2065.91,563.91,888.54,4.862,3.91
2023-Q1,Kolozsvár,Felújított lakás,1824.67,483.79,888.54,4.862,3.91
2023-Q1,Kolozsvár,Használt lakás,1571.66,425.05,888.54,4.862,3.91
2023-Q1,Temesvár,Új lakás,2058.03,578.93,913.09,4.862,4.26
2023-Q1,Temesvár,Felújított lakás,1797.15,493.93,913.09,4.862,4.26
2023-Q1,Temesvár,Használt lakás,1547.87,440.82,913.09,4.862,4.26
2023-Q1,Brassó,Új lakás,2072.11,566.66,902.0,4.862,3.95
2023-Q1,Brassó,Felújított lakás,1821.45,485.63,902.0,4.862,3.95
2023-Q1,Brassó,Használt lakás,1570.89,423.42,902.0,4.862,3.95
2023-Q1,Jászvásár,Új lakás,2077.92,567.17,916.71,4.862,4.59
2023-Q1,Jászvásár,Felújított lakás,1823.77,511.63,916.71,4.862,4.59
2023-Q1,Jászvásár,Használt lakás,1554.97,436.64,916.71,4.862,4.59
2023-Q1,Konstanca,Új lakás,2072.34,582.6,920.65,4.862,4.54
2023-Q1,Konstanca,Felújított lakás,1829.47,491.84,920.65,4.862,4.54
2023-Q1,Konstanca,Használt lakás,1526.2,428.84,920.65,4.862,4.54
2023-Q1,Craiova,Új lakás,2071.28,565.42,903.57,4.862,3.99
2023-Q1,Craiova,Felújított lakás,1814.76,496.3,903.57,4.862,3.99
2023-Q1,Craiova,Használt lakás,1530.18,433.92,903.57,4.862,3.99
2023-Q1,Galac,Új lakás,2066.8,556.27,920.26,4.862,4.31
2023-Q1,Galac,Felújított lakás,1792.2,496.14,920.26,4.862,4.31
2023-Q1,Galac,Használt lakás,1531.67,434.88,920.26,4.862,4.31
2023-Q1,Ploiești,Új lakás,2051.73,583.22,916.15,4.862,4.6
2023-Q1,Ploiești,Felújított lakás,1818.37,497.81,916.15,4.862,4.6
2023-Q1,Ploiești,Használt lakás,1539.82,414.84,916.15,4.862,4.6
2023-Q1,Nagyvárad,Új lakás,2071.71,584.54,924.08,4.862,4.44
2023-Q1,Nagyvárad,Felújított lakás,1819.72,491.57,924.08,4.862,4.44
2023-Q1,Nagyvárad,Használt lakás,1542.89,434.58,924.08,4.862,4.44
2023-Q1,Arad,Új lakás,2046.88,572.13,889.3,4.862,4.3
2023-Q1,Arad,Felújított lakás,1826.72,492.59,889.3,4.862,4.3
2023-Q1,Arad,Használt lakás,1527.39,432.96,889.3,4.862,4.3
2023-Q1,Nagyszeben,Új lakás,2064.24,582.46,904.49,4.862,4.23
2023-Q1,Nagyszeben,Felújított lakás,1799.79,499.43,904.49,4.862,4.23
2023-Q1,Nagyszeben,Használt lakás,1536.99,434.91,904.49,4.862,4.23
2023-Q1,Târgu Mureș,Új lakás,2054.92,576.84,900.37,4.862,4.27
2023-Q1,Târgu Mureș,Felújított lakás,1828.03,496.92,900.37,4.862,4.27
2023-Q1,Târgu Mureș,Használt lakás,1557.46,435.46,900.37,4.862,4.27
2023-Q2,Bukarest,Új lakás,2075.71,564.51,919.06,4.852,4.03
2023-Q2,Bukarest,Felújított lakás,1811.92,490.9,919.06,4.852,4.03
2023-Q2,Bukarest,Használt lakás,1535.46,429.19,919.06,4.852,4.03
2023-Q2,Kolozsvár,Új lakás,2087.95,558.92,907.8,4.852,4.37
2023-Q2,Kolozsvár,Felújított lakás,1789.22,498.79,907.8,4.852,4.37
2023-Q2,Kolozsvár,Használt lakás,1528.96,438.58,907.8,4.852,4.37
2023-Q2,Temesvár,Új lakás,2061.94,579.1,914.5,4.852,3.92
2023-Q2,Temesvár,Felújított lakás,1827.09,486.35,914.5,4.852,3.92
2023-Q2,Temesvár,Használt lakás,1541.15,432.8,914.5,4.852,3.92
2023-Q2,Brassó,Új lakás,2065.37,573.03,905.02,4.852,4.54
2023-Q2,Brassó,Felújított lakás,1804.9,502.92,905.02,4.852,4.54
2023-Q2,Brassó,Használt lakás,1573.77,423.46,905.02,4.852,4.54
2023-Q2,Jászvásár,Új lakás,2043.81,562.55,894.48,4.852,3.93
2023-Q2,Jászvásár,Felújított lakás,1782.91,501.54,894.48,4.852,3.93
2023-Q2,Jászvásár,Használt lakás,1532.94,435.6,894.48,4.852,3.93
2023-Q2,Konstanca,Új lakás,2086.71,570.28,904.27,4.852,4.15
2023-Q2,Konstanca,Felújított lakás,1805.23,500.53,904.27,4.852,4.15
2023-Q2,Konstanca,Használt lakás,1567.42,417.46,904.27,4.852,4.15
2023-Q2,Craiova,Új lakás,2042.46,568.7,897.08,4.852,4.38
2023-Q2,Craiova,Felújított lakás,1786.9,497.68,897.08,4.852,4.38
2023-Q2,Craiova,Használt lakás,1534.1,434.9,897.08,4.852,4.38
2023-Q2,Galac,Új lakás,2048.73,574.37,900.09,4.852,4.48
2023-Q2,Galac,Felújított lakás,1803.29,488.78,900.09,4.852,4.48
2023-Q2,Galac,Használt lakás,1566.8,435.72,900.09,4.852,4.48
2023-Q2,Ploiești,Új lakás,2042.94,558.46,894.35,4.852,4.42
2023-Q2,Ploiești,Felújított lakás,1801.35,498.94,894.35,4.852,4.42
2023-Q2,Ploiești,Használt lakás,1529.75,414.41,894.35,4.852,4.42
2023-Q2,Nagyvárad,Új lakás,2070.2,560.65,910.63,4.852,4.25
2023-Q2,Nagyvárad,Felújított lakás,1801.54,498.7,910.63,4.852,4.25
2023-Q2,Nagyvárad,Használt lakás,1555.31,435.68,910.63,4.852,4.25
2023-Q2,Arad,Új lakás,2082.66,559.49,904.79,4.852,4.52
2023-Q2,Arad,Felújított lakás,1828.86,489.01,904.79,4.852,4.52
2023-Q2,Arad,Használt lakás,1570.79,418.91,904.79,4.852,4.52
2023-Q2,Nagyszeben,Új lakás,2061.93,557.91,916.1,4.852,4.26
2023-Q2,Nagyszeben,Felújított lakás,1808.46,506.64,916.1,4.852,4.26
2023-Q2,Nagyszeben,Használt lakás,1536.58,432.45,916.1,4.852,4.26
2023-Q2,Târgu Mureș,Új lakás,2060.89,566.17,919.39,4.852,4.42
2023-Q2,Târgu Mureș,Felújított lakás,1832.22,506.82,919.39,4.852,4.42
2023-Q2,Târgu Mureș,Használt lakás,1527.09,412.74,919.39,4.852,4.42
2023-Q3,Bukarest,Új lakás,2065.83,574.37,896.55,4.91,4.53
2023-Q3,Bukarest,Felújított lakás,1790.59,493.18,896.55,4.91,4.53
2023-Q3,Bukarest,Használt lakás,1565.36,424.26,896.55,4.91,4.53
2023-Q3,Kolozsvár,Új lakás,2082.17,559.26,922.8,4.91,4.56
2023-Q3,Kolozsvár,Felújított lakás,1796.41,497.85,922.8,4.91,4.56
2023-Q3,Kolozsvár,Használt lakás,1568.18,422.67,922.8,4.91,4.56
2023-Q3,Temesvár,Új lakás,2086.73,569.16,916.06,4.91,4.28
2023-Q3,Temesvár,Felújított lakás,1801.18,486.47,916.06,4.91,4.28
2023-Q3,Temesvár,Használt lakás,1568.17,419.19,916.06,4.91,4.28
2023-Q3,Brassó,Új lakás,2053.76,583.8,924.04,4.91,4.43
2023-Q3,Brassó,Felújított lakás,1808.33,486.71,924.04,4.91,4.43
2023-Q3,Brassó,Használt lakás,1533.13,416.73,924.04,4.91,4.43
2023-Q3,Jászvásár,Új lakás,2044.37,574.93,924.35,4.91,4.34
2023-Q3,Jászvásár,Felújított lakás,1801.39,506.58,924.35,4.91,4.34
2023-Q3,Jászvásár,Használt lakás,1537.38,419.73,924.35,4.91,4.34
2023-Q3,Konstanca,Új lakás,2047.66,566.59,906.1,4.91,4.2
2023-Q3,Konstanca,Felújított lakás,1797.87,484.44,906.1,4.91,4.2
2023-Q3,Konstanca,Használt lakás,1546.27,425.43,906.1,4.91,4.2
2023-Q3,Craiova,Új lakás,2083.37,562.82,915.33,4.91,4.46
2023-Q3,Craiova,Felújított lakás,1798.99,486.33,915.33,4.91,4.46
2023-Q3,Craiova,Használt lakás,1541.18,436.19,915.33,4.91,4.46
2023-Q3,Galac,Új lakás,2081.15,584.79,913.83,4.91,4.59
2023-Q3,Galac,Felújított lakás,1812.33,484.7,913.83,4.91,4.59
2023-Q3,Galac,Használt lakás,1538.42,421.38,913.83,4.91,4.59
2023-Q3,Ploiești,Új lakás,2064.84,582.5,898.83,4.91,4.19
2023-Q3,Ploiești,Felújított lakás,1783.82,498.27,898.83,4.91,4.19
2023-Q3,Ploiești,Használt lakás,1558.31,423.3,898.83,4.91,4.19
2023-Q3,Nagyvárad,Új lakás,2051.24,574.53,888.49,4.91,4.16
2023-Q3,Nagyvárad,Felújított lakás,1801.43,489.88,888.49,4.91,4.16
2023-Q3,Nagyvárad,Használt lakás,1564.95,420.33,888.49,4.91,4.16
2023-Q3,Arad,Új lakás,2043.31,571.19,897.57,4.91,4.36
2023-Q3,Arad,Felújított lakás,1818.56,491.45,897.57,4.91,4.36
2023-Q3,Arad,Használt lakás,1524.52,416.64,897.57,4.91,4.36
2023-Q3,Nagyszeben,Új lakás,2058.15,575.87,915.33,4.91,4.53
2023-Q3,Nagyszeben,Felújított lakás,1785.96,487.04,915.33,4.91,4.53
2023-Q3,Nagyszeben,Használt lakás,1546.97,424.75,915.33,4.91,4.53
2023-Q3,Târgu Mureș,Új lakás,2048.86,560.0,911.45,4.91,4.27
2023-Q3,Târgu Mureș,Felújított lakás,1817.01,490.72,911.45,4.91,4.27
2023-Q3,Târgu Mureș,Használt lakás,1533.93,425.13,911.45,4.91,4.27
2023-Q4,Bukarest,Új lakás,2088.79,580.03,915.73,4.927,4.03
2023-Q4,Bukarest,Felújított lakás,1817.01,491.35,915.73,4.927,4.03
2023-Q4,Bukarest,Használt lakás,1554.73,439.6,915.73,4.927,4.03
2023-Q4,Kolozsvár,Új lakás,2055.09,584.58,898.9,4.927,4.03
2023-Q4,Kolozsvár,Felújított lakás,1813.33,486.32,898.9,4.927,4.03
2023-Q4,Kolozsvár,Használt lakás,1552.1,415.66,898.9,4.927,4.03
2023-Q4,Temesvár,Új lakás,2081.21,584.26,889.03,4.927,4.56
2023-Q4,Temesvár,Felújított lakás,1811.58,499.09,889.03,4.927,4.56
2023-Q4,Temesvár,Használt lakás,1536.37,415.62,889.03,4.927,4.56
2023-Q4,Brassó,Új lakás,2041.53,571.95,898.54,4.927,4.35
2023-Q4,Brassó,Felújított lakás,1804.37,512.99,898.54,4.927,4.35
2023-Q4,Brassó,Használt lakás,1540.44,427.81,898.54,4.927,4.35
2023-Q4,Jászvásár,Új lakás,2070.84,555.28,917.38,4.927,4.18
2023-Q4,Jászvásár,Felújított lakás,1818.63,504.19,917.38,4.927,4.18
2023-Q4,Jászvásár,Használt lakás,1549.2,420.58,917.38,4.927,4.18
2023-Q4,Konstanca,Új lakás,2072.02,576.75,902.88,4.927,4.52
2023-Q4,Konstanca,Felújított lakás,1797.59,499.82,902.88,4.927,4.52
2023-Q4,Konstanca,Használt lakás,1528.59,426.74,902.88,4.927,4.52
2023-Q4,Craiova,Új lakás,2085.51,570.79,915.99,4.927,4.41
2023-Q4,Craiova,Felújított lakás,1810.45,484.81,915.99,4.927,4.41
2023-Q4,Craiova,Használt lakás,1534.55,421.97,915.99,4.927,4.41
2023-Q4,Galac,Új lakás,2050.39,578.01,900.51,4.927,4.16
2023-Q4,Galac,Felújított lakás,1819.42,506.08,900.51,4.927,4.16
2023-Q4,Galac,Használt lakás,1548.97,429.16,900.51,4.927,4.16
2023-Q4,Ploiești,Új lakás,2082.09,569.63,888.87,4.927,4.51
2023-Q4,Ploiești,Felújított lakás,1788.69,506.87,888.87,4.927,4.51
2023-Q4,Ploiești,Használt lakás,1554.6,419.98,888.87,4.927,4.51
2023-Q4,Nagyvárad,Új lakás,2071.32,577.16,922.59,4.927,4.24
2023-Q4,Nagyvárad,Felújított lakás,1798.68,496.19,922.59,4.927,4.24
2023-Q4,Nagyvárad,Használt lakás,1573.41,422.45,922.59,4.927,4.24
2023-Q4,Arad,Új lakás,2054.78,555.21,912.65,4.927,4.0
2023-Q4,Arad,Felújított lakás,1800.02,508.72,912.65,4.927,4.0
2023-Q4,Arad,Használt lakás,1536.37,422.53,912.65,4.927,4.0
2023-Q4,Nagyszeben,Új lakás,2061.45,567.9,925.75,4.927,4.3
2023-Q4,Nagyszeben,Felújított lakás,1826.48,498.52,925.75,4.927,4.3
2023-Q4,Nagyszeben,Használt lakás,1533.58,439.35,925.75,4.927,4.3
2023-Q4,Târgu Mureș,Új lakás,2069.9,555.74,896.77,4.927,4.15
2023-Q4,Târgu Mureș,Felújított lakás,1802.31,493.99,896.77,4.927,4.15
2023-Q4,Târgu Mureș,Használt lakás,1543.66,434.38,896.77,4.927,4.15
2024-Q1,Bukarest,Új lakás,2140.66,591.07,964.41,4.904,4.09
2024-Q1,Bukarest,Felújított lakás,1884.72,531.58,964.41,4.904,4.09
2024-Q1,Bukarest,Használt lakás,1608.55,437.59,964.41,4.904,4.09
2024-Q1,Kolozsvár,Új lakás,2173.7,603.57,945.82,4.904,3.63
2024-Q1,Kolozsvár,Felújított lakás,1899.4,522.49,945.82,4.904,3.63
2024-Q1,Kolozsvár,Használt lakás,1610.58,450.63,945.82,4.904,3.63
2024-Q1,Temesvár,Új lakás,2144.29,590.69,954.34,4.904,4.15
2024-Q1,Temesvár,Felújított lakás,1868.79,519.33,954.34,4.904,4.15
2024-Q1,Temesvár,Használt lakás,1636.5,463.97,954.34,4.904,4.15
2024-Q1,Brassó,Új lakás,2175.16,597.73,951.57,4.904,4.28
2024-Q1,Brassó,Felújított lakás,1879.68,530.4,951.57,4.904,4.28
2024-Q1,Brassó,Használt lakás,1637.93,451.15,951.57,4.904,4.28
2024-Q1,Jászvásár,Új lakás,2152.62,605.51,961.71,4.904,4.28
2024-Q1,Jászvásár,Felújított lakás,1899.35,530.69,961.71,4.904,4.28
2024-Q1,Jászvásár,Használt lakás,1604.68,457.72,961.71,4.904,4.28
2024-Q1,Konstanca,Új lakás,2180.34,588.9,948.98,4.904,3.78
2024-Q1,Konstanca,Felújított lakás,1893.97,517.33,948.98,4.904,3.78
2024-Q1,Konstanca,Használt lakás,1620.54,441.61,948.98,4.904,3.78
2024-Q1,Craiova,Új lakás,2166.94,614.45,960.81,4.904,3.8
2024-Q1,Craiova,Felújított lakás,1879.39,511.45,960.81,4.904,3.8
2024-Q1,Craiova,Használt lakás,1600.67,437.1,960.81,4.904,3.8
2024-Q1,Galac,Új lakás,2176.13,589.55,961.42,4.904,4.1
2024-Q1,Galac,Felújított lakás,1872.71,530.31,961.42,4.904,4.1
2024-Q1,Galac,Használt lakás,1633.98,447.41,961.42,4.904,4.1
2024-Q1,Ploiești,Új lakás,2164.81,591.54,963.24,4.904,4.34
2024-Q1,Ploiești,Felújított lakás,1886.77,511.9,963.24,4.904,4.34
2024-Q1,Ploiești,Használt lakás,1629.19,456.4,963.24,4.904,4.34
2024-Q1,Nagyvárad,Új lakás,2151.05,589.51,941.56,4.904,4.25
2024-Q1,Nagyvárad,Felújított lakás,1867.31,524.69,941.56,4.904,4.25
2024-Q1,Nagyvárad,Használt lakás,1631.66,448.08,941.56,4.904,4.25
2024-Q1,Arad,Új lakás,2175.57,600.54,941.53,4.904,3.77
2024-Q1,Arad,Felújított lakás,1896.82,510.48,941.53,4.904,3.77
2024-Q1,Arad,Használt lakás,1634.61,449.27,941.53,4.904,3.77
2024-Q1,Nagyszeben,Új lakás,2141.32,614.64,954.9,4.904,4.12
2024-Q1,Nagyszeben,Felújított lakás,1906.12,514.69,954.9,4.904,4.12
2024-Q1,Nagyszeben,Használt lakás,1633.72,439.19,954.9,4.904,4.12
2024-Q1,Târgu Mureș,Új lakás,2169.76,597.21,954.95,4.904,3.7
2024-Q1,Târgu Mureș,Felújított lakás,1868.35,535.71,954.95,4.904,3.7
2024-Q1,Târgu Mureș,Használt lakás,1610.25,436.08,954.95,4.904,3.7
2024-Q2,Bukarest,Új lakás,2151.74,605.4,966.43,4.933,3.71
2024-Q2,Bukarest,Felújított lakás,1900.15,526.6,966.43,4.933,3.71
2024-Q2,Bukarest,Használt lakás,1620.42,450.02,966.43,4.933,3.71
2024-Q2,Kolozsvár,Új lakás,2176.62,596.75,951.43,4.933,3.68
2024-Q2,Kolozsvár,Felújított lakás,1912.62,519.29,951.43,4.933,3.68
2024-Q2,Kolozsvár,Használt lakás,1602.25,440.49,951.43,4.933,3.68
2024-Q2,Temesvár,Új lakás,2149.76,602.81,960.16,4.933,3.69
2024-Q2,Temesvár,Felújított lakás,1868.01,520.37,960.16,4.933,3.69
2024-Q2,Temesvár,Használt lakás,1637.09,448.39,960.16,4.933,3.69
2024-Q2,Brassó,Új lakás,2181.83,611.56,935.6,4.933,3.7
2024-Q2,Brassó,Felújított lakás,1890.33,519.52,935.6,4.933,3.7
2024-Q2,Brassó,Használt lakás,1625.19,449.39,935.6,4.933,3.7
2024-Q2,Jászvásár,Új lakás,2148.86,591.52,935.57,4.933,3.61
2024-Q2,Jászvásár,Felújított lakás,1890.09,531.67,935.57,4.933,3.61
2024-Q2,Jászvásár,Használt lakás,1600.55,441.94,935.57,4.933,3.61
2024-Q2,Konstanca,Új lakás,2158.54,599.25,943.76,4.933,3.95
2024-Q2,Konstanca,Felújított lakás,1914.03,528.67,943.76,4.933,3.95
2024-Q2,Konstanca,Használt lakás,1622.02,437.81,943.76,4.933,3.95
2024-Q2,Craiova,Új lakás,2168.78,614.25,941.0,4.933,3.67
2024-Q2,Craiova,Felújított lakás,1871.71,527.76,941.0,4.933,3.67
2024-Q2,Craiova,Használt lakás,1628.78,445.95,941.0,4.933,3.67
2024-Q2,Galac,Új lakás,2178.81,605.66,948.94,4.933,3.75
2024-Q2,Galac,Felújított lakás,1871.13,532.37,948.94,4.933,3.75
2024-Q2,Galac,Használt lakás,1637.59,442.37,948.94,4.933,3.75
2024-Q2,Ploiești,Új lakás,2182.03,611.47,965.2,4.933,3.85
2024-Q2,Ploiești,Felújított lakás,1875.34,527.14,965.2,4.933,3.85
2024-Q2,Ploiești,Használt lakás,1617.68,440.02,965.2,4.933,3.85
2024-Q2,Nagyvárad,Új lakás,2135.1,593.86,960.2,4.933,4.24
2024-Q2,Nagyvárad,Felújított lakás,1869.43,533.23,960.2,4.933,4.24
2024-Q2,Nagyvárad,Használt lakás,1635.39,440.16,960.2,4.933,4.24
2024-Q2,Arad,Új lakás,2166.19,596.14,967.33,4.933,4.38
2024-Q2,Arad,Felújított lakás,1909.2,522.71,967.33,4.933,4.38
2024-Q2,Arad,Használt lakás,1596.44,454.71,967.33,4.933,4.38
2024-Q2,Nagyszeben,Új lakás,2159.55,593.53,957.55,4.933,3.69
2024-Q2,Nagyszeben,Felújított lakás,1884.63,516.77,957.55,4.933,3.69
2024-Q2,Nagyszeben,Használt lakás,1618.02,445.44,957.55,4.933,3.69
2024-Q2,Târgu Mureș,Új lakás,2144.37,609.94,947.44,4.933,4.1
2024-Q2,Târgu Mureș,Felújított lakás,1883.11,517.86,947.44,4.933,4.1
2024-Q2,Târgu Mureș,Használt lakás,1599.44,454.4,947.44,4.933,4.1
2024-Q3,Bukarest,Új lakás,2166.29,592.56,959.75,4.964,3.99
2024-Q3,Bukarest,Felújított lakás,1912.28,519.58,959.75,4.964,3.99
2024-Q3,Bukarest,Használt lakás,1620.47,449.24,959.75,4.964,3.99
2024-Q3,Kolozsvár,Új lakás,2158.73,591.22,938.34,4.964,3.64
2024-Q3,Kolozsvár,Felújított lakás,1886.11,525.75,938.34,4.964,3.64
2024-Q3,Kolozsvár,Használt lakás,1640.57,435.25,938.34,4.964,3.64
2024-Q3,Temesvár,Új lakás,2144.73,608.82,948.46,4.964,3.81
2024-Q3,Temesvár,Felújított lakás,1912.13,533.83,948.46,4.964,3.81
2024-Q3,Temesvár,Használt lakás,1630.79,454.2,948.46,4.964,3.81
2024-Q3,Brassó,Új lakás,2145.93,603.84,969.15,4.964,3.84
2024-Q3,Brassó,Felújított lakás,1885.42,539.41,969.15,4.964,3.84
2024-Q3,Brassó,Használt lakás,1615.04,460.29,969.15,4.964,3.84
2024-Q3,Jászvásár,Új lakás,2184.19,607.64,946.05,4.964,4.08
2024-Q3,Jászvásár,Felújított lakás,1896.41,518.84,946.05,4.964,4.08
2024-Q3,Jászvásár,Használt lakás,1599.99,464.95,946.05,4.964,4.08
2024-Q3,Konstanca,Új lakás,2178.29,605.51,946.11,4.964,3.65
2024-Q3,Konstanca,Felújított lakás,1874.2,535.37,946.11,4.964,3.65
2024-Q3,Konstanca,Használt lakás,1603.72,455.87,946.11,4.964,3.65
2024-Q3,Craiova,Új lakás,2139.63,600.38,930.72,4.964,4.31
2024-Q3,Craiova,Felújított lakás,1875.71,512.18,930.72,4.964,4.31
2024-Q3,Craiova,Használt lakás,1602.41,441.59,930.72,4.964,4.31
2024-Q3,Galac,Új lakás,2150.7,609.21,944.84,4.964,4.34
2024-Q3,Galac,Felújított lakás,1894.08,510.69,944.84,4.964,4.34
2024-Q3,Galac,Használt lakás,1608.88,453.3,944.84,4.964,4.34
2024-Q3,Ploiești,Új lakás,2172.32,609.8,957.96,4.964,4.06
2024-Q3,Ploiești,Felújított lakás,1893.03,522.57,957.96,4.964,4.06
2024-Q3,Ploiești,Használt lakás,1640.85,439.8,957.96,4.964,4.06
2024-Q3,Nagyvárad,Új lakás,2153.34,586.31,967.79,4.964,3.89
2024-Q3,Nagyvárad,Felújított lakás,1891.12,534.67,967.79,4.964,3.89
2024-Q3,Nagyvárad,Használt lakás,1599.89,459.0,967.79,4.964,3.89
2024-Q3,Arad,Új lakás,2166.82,611.66,936.18,4.964,3.8
2024-Q3,Arad,Felújított lakás,1867.13,525.67,936.18,4.964,3.8
2024-Q3,Arad,Használt lakás,1613.0,449.94,936.18,4.964,3.8
2024-Q3,Nagyszeben,Új lakás,2170.7,597.13,937.39,4.964,3.9
2024-Q3,Nagyszeben,Felújított lakás,1869.19,535.53,937.39,4.964,3.9
2024-Q3,Nagyszeben,Használt lakás,1634.09,443.28,937.39,4.964,3.9
2024-Q3,Târgu Mureș,Új lakás,2179.59,612.19,964.38,4.964,3.88
2024-Q3,Târgu Mureș,Felújított lakás,1910.2,538.1,964.38,4.964,3.88
2024-Q3,Târgu Mureș,Használt lakás,1604.71,446.36,964.38,4.964,3.88
2024-Q4,Bukarest,Új lakás,2184.55,614.15,965.8,4.982,4.16
2024-Q4,Bukarest,Felújított lakás,1874.31,534.91,965.8,4.982,4.16
2024-Q4,Bukarest,Használt lakás,1629.81,440.45,965.8,4.982,4.16
2024-Q4,Kolozsvár,Új lakás,2181.9,604.17,937.51,4.982,4.15
2024-Q4,Kolozsvár,Felújított lakás,1869.47,510.6,937.51,4.982,4.15
2024-Q4,Kolozsvár,Használt lakás,1600.78,445.89,937.51,4.982,4.15
2024-Q4,Temesvár,Új lakás,2167.28,607.62,942.61,4.982,3.93
2024-Q4,Temesvár,Felújított lakás,1907.65,515.28,942.61,4.982,3.93
2024-Q4,Temesvár,Használt lakás,1635.01,451.96,942.61,4.982,3.93
2024-Q4,Brassó,Új lakás,2139.63,585.91,958.81,4.982,4.07
2024-Q4,Brassó,Felújított lakás,1865.45,514.4,958.81,4.982,4.07
2024-Q4,Brassó,Használt lakás,1624.84,445.67,958.81,4.982,4.07
2024-Q4,Jászvásár,Új lakás,2142.05,594.71,934.52,4.982,3.84
2024-Q4,Jászvásár,Felújított lakás,1898.8,537.74,934.52,4.982,3.84
2024-Q4,Jászvásár,Használt lakás,1596.39,443.36,934.52,4.982,3.84
2024-Q4,Konstanca,Új lakás,2158.79,613.4,956.64,4.982,3.66
2024-Q4,Konstanca,Felújított lakás,1881.67,523.58,956.64,4.982,3.66
2024-Q4,Konstanca,Használt lakás,1600.76,446.88,956.64,4.982,3.66
2024-Q4,Craiova,Új lakás,2174.02,596.4,969.37,4.982,3.98
2024-Q4,Craiova,Felújított lakás,1905.2,532.81,969.37,4.982,3.98
2024-Q4,Craiova,Használt lakás,1630.74,438.76,969.37,4.982,3.98
2024-Q4,Galac,Új lakás,2136.45,598.03,955.0,4.982,4.01
2024-Q4,Galac,Felújított lakás,1868.8,516.45,955.0,4.982,4.01
2024-Q4,Galac,Használt lakás,1629.91,464.09,955.0,4.982,4.01
2024-Q4,Ploiești,Új lakás,2166.39,600.21,941.82,4.982,4.29
2024-Q4,Ploiești,Felújított lakás,1865.68,515.66,941.82,4.982,4.29
2024-Q4,Ploiești,Használt lakás,1620.54,442.31,941.82,4.982,4.29
2024-Q4,Nagyvárad,Új lakás,2172.23,607.35,953.52,4.982,3.69
2024-Q4,Nagyvárad,Felújított lakás,1909.53,514.03,953.52,4.982,3.69
2024-Q4,Nagyvárad,Használt lakás,1604.73,436.1,953.52,4.982,3.69
2024-Q4,Arad,Új lakás,2150.69,587.96,934.31,4.982,3.82
2024-Q4,Arad,Felújított lakás,1904.8,533.33,934.31,4.982,3.82
2024-Q4,Arad,Használt lakás,1629.04,455.34,934.31,4.982,3.82
2024-Q4,Nagyszeben,Új lakás,2166.01,601.72,933.93,4.982,3.87
2024-Q4,Nagyszeben,Felújított lakás,1900.11,512.17,933.93,4.982,3.87
2024-Q4,Nagyszeben,Használt lakás,1630.15,442.35,933.93,4.982,3.87
2024-Q4,Târgu Mureș,Új lakás,2168.16,610.79,968.34,4.982,4.21
2024-Q4,Târgu Mureș,Felújított lakás,1897.67,520.27,968.34,4.982,4.21
2024-Q4,Târgu Mureș,Használt lakás,1617.77,451.0,968.34,4.982,4.21
